field_1,Venue,Latitude,Longitude,Venue Cate,geometry,OBJECTID,WEB_URL,NAME,NEIGHBORHO,Shape_Leng,Shape_Area,TYPE,COLOR,APPR_DATE,UPDATE_PLA,ADOPTED,count
"944",Astor Mediterranean,38.880628634928335,-77.085882141132302,Mediterranean Restaurant,POINT (38.88062863492834 -77.0858821411323),"16",,,Lyon Park,,,,5.000000000000000,1973.000000000000000,0.000000000000000,1.000000000000000,"0"
"947",Texas Jack's Barbecue,38.881193699999997,-77.090427199999993,BBQ Joint,POINT (38.8811937 -77.09042719999999),"16",,,Lyon Park,,,,5.000000000000000,1973.000000000000000,0.000000000000000,1.000000000000000,"0"
"968",Bonchon Chicken,38.880930999999997,-77.085751999999999,Korean Restaurant,POINT (38.880931 -77.085752),"16",,,Lyon Park,,,,5.000000000000000,1973.000000000000000,0.000000000000000,1.000000000000000,"0"
"970",El Charrito Caminante,38.879811612666913,-77.090284716413677,Taco Place,POINT (38.87981161266691 -77.09028471641368),"16",,,Lyon Park,,,,5.000000000000000,1973.000000000000000,0.000000000000000,1.000000000000000,"0"
"952",Ted's Bulletin,38.879676000000003,-77.110881000000006,American Restaurant,POINT (38.879676 -77.11088100000001),"17",,,Ashton Heights,,,,1.000000000000000,1976.000000000000000,0.000000000000000,1.000000000000000,"0"
"959",Ravi Kabob House,38.874103540444260,-77.105235065019670,Mediterranean Restaurant,POINT (38.87410354044426 -77.10523506501967),"17",,,Ashton Heights,,,,1.000000000000000,1976.000000000000000,0.000000000000000,1.000000000000000,"0"
"960",Chipotle Mexican Grill,38.879840416207259,-77.112311870864744,Mexican Restaurant,POINT (38.87984041620726 -77.11231187086474),"17",,,Ashton Heights,,,,1.000000000000000,1976.000000000000000,0.000000000000000,1.000000000000000,"0"
"963",&pizza,38.879660000000001,-77.107249999999993,Pizza Place,POINT (38.87966 -77.10724999999999),"17",,,Ashton Heights,,,,1.000000000000000,1976.000000000000000,0.000000000000000,1.000000000000000,"0"
"1007",Ted's Bulletin,38.879676000000003,-77.110881000000006,American Restaurant,POINT (38.879676 -77.11088100000001),"17",,,Ashton Heights,,,,1.000000000000000,1976.000000000000000,0.000000000000000,1.000000000000000,"0"
"1010",Ravi Kabob House,38.874103540444260,-77.105235065019670,Mediterranean Restaurant,POINT (38.87410354044426 -77.10523506501967),"17",,,Ashton Heights,,,,1.000000000000000,1976.000000000000000,0.000000000000000,1.000000000000000,"0"
"1011",Chipotle Mexican Grill,38.879840416207259,-77.112311870864744,Mexican Restaurant,POINT (38.87984041620726 -77.11231187086474),"17",,,Ashton Heights,,,,1.000000000000000,1976.000000000000000,0.000000000000000,1.000000000000000,"0"
"1012",&pizza,38.879660000000001,-77.107249999999993,Pizza Place,POINT (38.87966 -77.10724999999999),"17",,,Ashton Heights,,,,1.000000000000000,1976.000000000000000,0.000000000000000,1.000000000000000,"0"
"1027",Sweet Leaf,38.878692999999998,-77.108014999999995,Sandwich Place,POINT (38.878693 -77.10801499999999),"17",,,Ashton Heights,,,,1.000000000000000,1976.000000000000000,0.000000000000000,1.000000000000000,"0"
"1028",Thai Curry,38.874052282942500,-77.105378735462637,Thai Restaurant,POINT (38.8740522829425 -77.10537873546264),"17",,,Ashton Heights,,,,1.000000000000000,1976.000000000000000,0.000000000000000,1.000000000000000,"0"
"1031",Super Pollo,38.877837000000000,-77.107992999999993,South American Restaurant,POINT (38.877837 -77.10799299999999),"17",,,Ashton Heights,,,,1.000000000000000,1976.000000000000000,0.000000000000000,1.000000000000000,"0"
"1033",Jimmy John's,38.878108044186995,-77.108092691861387,Sandwich Place,POINT (38.87810804418699 -77.10809269186139),"17",,,Ashton Heights,,,,1.000000000000000,1976.000000000000000,0.000000000000000,1.000000000000000,"0"
"1041",Ravi Kabob House,38.874103540444260,-77.105235065019670,Mediterranean Restaurant,POINT (38.87410354044426 -77.10523506501967),"17",,,Ashton Heights,,,,1.000000000000000,1976.000000000000000,0.000000000000000,1.000000000000000,"0"
"1233",Cafe Sequoia,38.873468000000003,-77.083204000000009,Café,POINT (38.873468 -77.08320400000001),"20",,,Penrose,,,,3.000000000000000,1967.000000000000000,2004.000000000000000,1.000000000000000,"0"
"1032",Crystal Thai,38.867607774568718,-77.117250111805021,Thai Restaurant,POINT (38.86760777456872 -77.11725011180502),"22",,,Arlington Forest,,,,4.000000000000000,1991.000000000000000,0.000000000000000,1.000000000000000,"0"
"1035",Tortas Y Tacos La Chiquita,38.862515189882089,-77.087361995937812,Taco Place,POINT (38.86251518988209 -77.08736199593781),"23",,,Arlington Heights,,,,4.000000000000000,1980.000000000000000,2008.000000000000000,1.000000000000000,"0"
"1038",Bangkok 54 Restaurant & Bar,38.862586089801916,-77.087656412898042,Thai Restaurant,POINT (38.86258608980192 -77.08765641289804),"23",,,Arlington Heights,,,,4.000000000000000,1980.000000000000000,2008.000000000000000,1.000000000000000,"0"
"1042",Boru Ramen,38.862656552415061,-77.087542257295780,Ramen Restaurant,POINT (38.86265655241506 -77.08754225729578),"23",,,Arlington Heights,,,,4.000000000000000,1980.000000000000000,2008.000000000000000,1.000000000000000,"0"
"1043",Thai Square,38.861724882289735,-77.090489638522541,Thai Restaurant,POINT (38.86172488228974 -77.09048963852254),"23",,,Arlington Heights,,,,4.000000000000000,1980.000000000000000,2008.000000000000000,1.000000000000000,"0"
"1059",Takohachi,38.861904966815388,-77.091607498812024,Japanese Restaurant,POINT (38.86190496681539 -77.09160749881202),"23",,,Arlington Heights,,,,4.000000000000000,1980.000000000000000,2008.000000000000000,1.000000000000000,"0"
"1116",Pan American Bakery,38.859227711634816,-77.100807885128674,Bakery,POINT (38.85922771163482 -77.10080788512867),"24",,,Alcova Heights,,,,3.000000000000000,1967.000000000000000,1999.000000000000000,1.000000000000000,"0"
"1122",Pike,38.859367999999996,-77.100682999999989,Latin American Restaurant,POINT (38.859368 -77.10068299999999),"24",,,Alcova Heights,,,,3.000000000000000,1967.000000000000000,1999.000000000000000,1.000000000000000,"0"
"1068",Heidelberg Pastry Shoppe,38.896180000000001,-77.127269999999996,Bakery,POINT (38.89618 -77.12727),"29",,,High View Park,,,,4.000000000000000,1965.000000000000000,1994.000000000000000,1.000000000000000,"0"
"1127",Heidelberg Pastry Shoppe,38.896180000000001,-77.127269999999996,Bakery,POINT (38.89618 -77.12727),"29",,,High View Park,,,,4.000000000000000,1965.000000000000000,1994.000000000000000,1.000000000000000,"0"
"1226",Bob & Edith's Diner,38.863736936483875,-77.082370244993641,Diner,POINT (38.86373693648387 -77.08237024499364),"31",,,Columbia Heights,,,,1.000000000000000,2004.000000000000000,0.000000000000000,1.000000000000000,"0"
"1036",Rebellion,38.861811199999998,-77.087289400000017,American Restaurant,POINT (38.8618112 -77.08728940000002),"32",,,Douglas Park,,,,2.000000000000000,1999.000000000000000,0.000000000000000,1.000000000000000,"0"
"1039",Lost Dog Cafe,38.862340978206177,-77.087663655887667,Pizza Place,POINT (38.86234097820618 -77.08766365588767),"32",,,Douglas Park,,,,2.000000000000000,1999.000000000000000,0.000000000000000,1.000000000000000,"0"
"1044",PhoWheels,38.848357101806478,-77.096952041415804,Food Truck,POINT (38.84835710180648 -77.0969520414158),"32",,,Douglas Park,,,,2.000000000000000,1999.000000000000000,0.000000000000000,1.000000000000000,"0"
"1047",Sugar Shack Donuts & Coffee,38.860719349024606,-77.092100431013222,Donut Shop,POINT (38.86071934902461 -77.09210043101322),"32",,,Douglas Park,,,,2.000000000000000,1999.000000000000000,0.000000000000000,1.000000000000000,"0"
"1056",The Broiler,38.860737892148556,-77.094114097951802,American Restaurant,POINT (38.86073789214856 -77.0941140979518),"32",,,Douglas Park,,,,2.000000000000000,1999.000000000000000,0.000000000000000,1.000000000000000,"0"
"1102",PhoWheels,38.848357101806478,-77.096952041415804,Food Truck,POINT (38.84835710180648 -77.0969520414158),"32",,,Douglas Park,,,,2.000000000000000,1999.000000000000000,0.000000000000000,1.000000000000000,"0"
"1024",Ravi Kabob House II,38.873370993791198,-77.105009257793427,Middle Eastern Restaurant,POINT (38.8733709937912 -77.10500925779343),"33",,,Buckingham,,,,2.000000000000000,2006.000000000000000,0.000000000000000,1.000000000000000,"0"
"1062",Ravi Kabob House II,38.873370993791198,-77.105009257793427,Middle Eastern Restaurant,POINT (38.8733709937912 -77.10500925779343),"33",,,Buckingham,,,,2.000000000000000,2006.000000000000000,0.000000000000000,1.000000000000000,"0"
"1130",Peter Chang,38.897756907336657,-77.138917744159698,Szechuan Restaurant,POINT (38.89775690733666 -77.1389177441597),"34",,,Yorktown,,,,5.000000000000000,1995.000000000000000,0.000000000000000,1.000000000000000,"0"
"1136",Duck Donuts,38.897714000000008,-77.139595700000001,Donut Shop,POINT (38.89771400000001 -77.1395957),"34",,,Yorktown,,,,5.000000000000000,1995.000000000000000,0.000000000000000,1.000000000000000,"0"
"1148",pie-tanza,38.897566408092921,-77.138876967506917,Pizza Place,POINT (38.89756640809292 -77.13887696750692),"34",,,Yorktown,,,,5.000000000000000,1995.000000000000000,0.000000000000000,1.000000000000000,"0"
"1151",Sushi-Zen,38.897295999708163,-77.138511735279920,Sushi Restaurant,POINT (38.89729599970816 -77.13851173527992),"34",,,Yorktown,,,,5.000000000000000,1995.000000000000000,0.000000000000000,1.000000000000000,"0"
"546",Nando's Peri-Peri,38.863103649574740,-77.063122540712357,Portuguese Restaurant,POINT (38.86310364957474 -77.06312254071236),"36",,,Aurora Highlands,,,,5.000000000000000,1970.000000000000000,2008.000000000000000,1.000000000000000,"0"
"550",The Portofino Restaurant,38.853164999999997,-77.054193999999995,Italian Restaurant,POINT (38.853165 -77.054194),"36",,,Aurora Highlands,,,,5.000000000000000,1970.000000000000000,2008.000000000000000,1.000000000000000,"0"
"552",Tasteful Delight,38.862379790502445,-77.063637492820334,Chinese Restaurant,POINT (38.86237979050244 -77.06363749282033),"36",,,Aurora Highlands,,,,5.000000000000000,1970.000000000000000,2008.000000000000000,1.000000000000000,"0"
"556",Matchbox American Kitchen + Spirit,38.862809800000001,-77.060229100000001,Pizza Place,POINT (38.8628098 -77.0602291),"36",,,Aurora Highlands,,,,5.000000000000000,1970.000000000000000,2008.000000000000000,1.000000000000000,"0"
"561",Saigon Saigon,38.864746722913381,-77.063070014667929,Vietnamese Restaurant,POINT (38.86474672291338 -77.06307001466793),"36",,,Aurora Highlands,,,,5.000000000000000,1970.000000000000000,2008.000000000000000,1.000000000000000,"0"
"562",Shake Shack,38.863127123708679,-77.059797963682755,Burger Joint,POINT (38.86312712370868 -77.05979796368275),"36",,,Aurora Highlands,,,,5.000000000000000,1970.000000000000000,2008.000000000000000,1.000000000000000,"0"
"568",California Pizza Kitchen,38.862018999999997,-77.059190000000001,Pizza Place,POINT (38.862019 -77.05919),"36",,,Aurora Highlands,,,,5.000000000000000,1970.000000000000000,2008.000000000000000,1.000000000000000,"0"
"975",Nando's Peri-Peri,38.863103649574740,-77.063122540712357,Portuguese Restaurant,POINT (38.86310364957474 -77.06312254071236),"36",,,Aurora Highlands,,,,5.000000000000000,1970.000000000000000,2008.000000000000000,1.000000000000000,"0"
"977",The Portofino Restaurant,38.853164999999997,-77.054193999999995,Italian Restaurant,POINT (38.853165 -77.054194),"36",,,Aurora Highlands,,,,5.000000000000000,1970.000000000000000,2008.000000000000000,1.000000000000000,"0"
"978",Tasteful Delight,38.862379790502445,-77.063637492820334,Chinese Restaurant,POINT (38.86237979050244 -77.06363749282033),"36",,,Aurora Highlands,,,,5.000000000000000,1970.000000000000000,2008.000000000000000,1.000000000000000,"0"
"982",Matchbox American Kitchen + Spirit,38.862809800000001,-77.060229100000001,Pizza Place,POINT (38.8628098 -77.0602291),"36",,,Aurora Highlands,,,,5.000000000000000,1970.000000000000000,2008.000000000000000,1.000000000000000,"0"
"986",Saigon Saigon,38.864746722913381,-77.063070014667929,Vietnamese Restaurant,POINT (38.86474672291338 -77.06307001466793),"36",,,Aurora Highlands,,,,5.000000000000000,1970.000000000000000,2008.000000000000000,1.000000000000000,"0"
"987",Shake Shack,38.863127123708679,-77.059797963682755,Burger Joint,POINT (38.86312712370868 -77.05979796368275),"36",,,Aurora Highlands,,,,5.000000000000000,1970.000000000000000,2008.000000000000000,1.000000000000000,"0"
"991",California Pizza Kitchen,38.862018999999997,-77.059190000000001,Pizza Place,POINT (38.862019 -77.05919),"36",,,Aurora Highlands,,,,5.000000000000000,1970.000000000000000,2008.000000000000000,1.000000000000000,"0"
"996",sweetgreen,38.862586999999998,-77.056369900000007,Salad Place,POINT (38.862587 -77.05636990000001),"36",,,Aurora Highlands,,,,5.000000000000000,1970.000000000000000,2008.000000000000000,1.000000000000000,"0"
"997",Poké It Up,38.863103000000002,-77.060888000000006,Poke Place,POINT (38.863103 -77.06088800000001),"36",,,Aurora Highlands,,,,5.000000000000000,1970.000000000000000,2008.000000000000000,1.000000000000000,"0"
"1002",Lebanese Taverna,38.863564581700047,-77.062963059217566,Middle Eastern Restaurant,POINT (38.86356458170005 -77.06296305921757),"36",,,Aurora Highlands,,,,5.000000000000000,1970.000000000000000,2008.000000000000000,1.000000000000000,"0"
"1003",Roti Modern Mediterranean,38.862292500000002,-77.056524600000003,Mediterranean Restaurant,POINT (38.8622925 -77.0565246),"36",,,Aurora Highlands,,,,5.000000000000000,1970.000000000000000,2008.000000000000000,1.000000000000000,"0"
"1040",Nando's Peri-Peri,38.863103649574740,-77.063122540712357,Portuguese Restaurant,POINT (38.86310364957474 -77.06312254071236),"36",,,Aurora Highlands,,,,5.000000000000000,1970.000000000000000,2008.000000000000000,1.000000000000000,"0"
"1046",Tasteful Delight,38.862379790502445,-77.063637492820334,Chinese Restaurant,POINT (38.86237979050244 -77.06363749282033),"36",,,Aurora Highlands,,,,5.000000000000000,1970.000000000000000,2008.000000000000000,1.000000000000000,"0"
"1052",Saigon Saigon,38.864746722913381,-77.063070014667929,Vietnamese Restaurant,POINT (38.86474672291338 -77.06307001466793),"36",,,Aurora Highlands,,,,5.000000000000000,1970.000000000000000,2008.000000000000000,1.000000000000000,"0"
"951","Bayou Bakery, Coffee Bar & Eatery",38.891162000000001,-77.083578000000003,Cajun / Creole Restaurant,POINT (38.891162 -77.083578),"37",,,Radnor/Fort Myer Heights,,,,5.000000000000000,2007.000000000000000,0.000000000000000,1.000000000000000,"0"
"1132","Bayou Bakery, Coffee Bar & Eatery",38.891162000000001,-77.083578000000003,Cajun / Creole Restaurant,POINT (38.891162 -77.083578),"37",,,Radnor/Fort Myer Heights,,,,5.000000000000000,2007.000000000000000,0.000000000000000,1.000000000000000,"0"
"1154","Tacos ""El Chilango""",38.890531025111919,-77.077326211129659,Food Truck,POINT (38.89053102511192 -77.07732621112966),"37",,,Radnor/Fort Myer Heights,,,,5.000000000000000,2007.000000000000000,0.000000000000000,1.000000000000000,"0"
"1156",District Taco,38.894470653393398,-77.074424491807918,Taco Place,POINT (38.8944706533934 -77.07442449180792),"37",,,Radnor/Fort Myer Heights,,,,5.000000000000000,2007.000000000000000,0.000000000000000,1.000000000000000,"0"
"1158",Quarterdeck Restaurant,38.887942679282325,-77.075717090197443,Seafood Restaurant,POINT (38.88794267928233 -77.07571709019744),"37",,,Radnor/Fort Myer Heights,,,,5.000000000000000,2007.000000000000000,0.000000000000000,1.000000000000000,"0"
"1160",Buuz Thai Eatery,38.892348999999996,-77.081231000000002,Thai Restaurant,POINT (38.892349 -77.081231),"37",,,Radnor/Fort Myer Heights,,,,5.000000000000000,2007.000000000000000,0.000000000000000,1.000000000000000,"0"
"1162",Barley Mac,38.894004099999997,-77.077177300000002,New American Restaurant,POINT (38.8940041 -77.0771773),"37",,,Radnor/Fort Myer Heights,,,,5.000000000000000,2007.000000000000000,0.000000000000000,1.000000000000000,"0"
"1164",Sushi Rock,38.891505000000002,-77.081181999999998,Sushi Restaurant,POINT (38.891505 -77.081182),"37",,,Radnor/Fort Myer Heights,,,,5.000000000000000,2007.000000000000000,0.000000000000000,1.000000000000000,"0"
"1165",Il Radicchio,38.892690400975027,-77.080032988592208,Italian Restaurant,POINT (38.89269040097503 -77.08003298859221),"37",,,Radnor/Fort Myer Heights,,,,5.000000000000000,2007.000000000000000,0.000000000000000,1.000000000000000,"0"
"1167",Tupelo Honey,38.892219330000003,-77.082087169999994,Southern / Soul Food Restaurant,POINT (38.89221933 -77.08208716999999),"37",,,Radnor/Fort Myer Heights,,,,5.000000000000000,2007.000000000000000,0.000000000000000,1.000000000000000,"0"
"1170",Uptown Cafe,38.890802117737714,-77.081968676265475,Restaurant,POINT (38.89080211773771 -77.08196867626548),"37",,,Radnor/Fort Myer Heights,,,,5.000000000000000,2007.000000000000000,0.000000000000000,1.000000000000000,"0"
"1172",Capriotti's Sandwich Shop,38.894565000000000,-77.074650000000005,Sandwich Place,POINT (38.894565 -77.07465000000001),"37",,,Radnor/Fort Myer Heights,,,,5.000000000000000,2007.000000000000000,0.000000000000000,1.000000000000000,"0"
"1179",Jefferson Cafe,38.893597460418114,-77.072930755005160,American Restaurant,POINT (38.89359746041811 -77.07293075500516),"37",,,Radnor/Fort Myer Heights,,,,5.000000000000000,2007.000000000000000,0.000000000000000,1.000000000000000,"0"
"1181",Jimmy John's,38.893903539290186,-77.074498931164285,Sandwich Place,POINT (38.89390353929019 -77.07449893116429),"37",,,Radnor/Fort Myer Heights,,,,5.000000000000000,2007.000000000000000,0.000000000000000,1.000000000000000,"0"
"1183",AHRA Cafe & Sandwich Bar,38.894803559176474,-77.070746466447858,Sandwich Place,POINT (38.89480355917647 -77.07074646644786),"37",,,Radnor/Fort Myer Heights,,,,5.000000000000000,2007.000000000000000,0.000000000000000,1.000000000000000,"0"
"1184","Tacos ""El Chilango""",38.890531025111919,-77.077326211129659,Food Truck,POINT (38.89053102511192 -77.07732621112966),"37",,,Radnor/Fort Myer Heights,,,,5.000000000000000,2007.000000000000000,0.000000000000000,1.000000000000000,"0"
"1186","Bayou Bakery, Coffee Bar & Eatery",38.891162000000001,-77.083578000000003,Cajun / Creole Restaurant,POINT (38.891162 -77.083578),"37",,,Radnor/Fort Myer Heights,,,,5.000000000000000,2007.000000000000000,0.000000000000000,1.000000000000000,"0"
"1187",District Taco,38.894470653393398,-77.074424491807918,Taco Place,POINT (38.8944706533934 -77.07442449180792),"37",,,Radnor/Fort Myer Heights,,,,5.000000000000000,2007.000000000000000,0.000000000000000,1.000000000000000,"0"
"1189",Quarterdeck Restaurant,38.887942679282325,-77.075717090197443,Seafood Restaurant,POINT (38.88794267928233 -77.07571709019744),"37",,,Radnor/Fort Myer Heights,,,,5.000000000000000,2007.000000000000000,0.000000000000000,1.000000000000000,"0"
"1191",Buuz Thai Eatery,38.892348999999996,-77.081231000000002,Thai Restaurant,POINT (38.892349 -77.081231),"37",,,Radnor/Fort Myer Heights,,,,5.000000000000000,2007.000000000000000,0.000000000000000,1.000000000000000,"0"
"1193",Barley Mac,38.894004099999997,-77.077177300000002,New American Restaurant,POINT (38.8940041 -77.0771773),"37",,,Radnor/Fort Myer Heights,,,,5.000000000000000,2007.000000000000000,0.000000000000000,1.000000000000000,"0"
"1194",Sushi Rock,38.891505000000002,-77.081181999999998,Sushi Restaurant,POINT (38.891505 -77.081182),"37",,,Radnor/Fort Myer Heights,,,,5.000000000000000,2007.000000000000000,0.000000000000000,1.000000000000000,"0"
"1196",Il Radicchio,38.892690400975027,-77.080032988592208,Italian Restaurant,POINT (38.89269040097503 -77.08003298859221),"37",,,Radnor/Fort Myer Heights,,,,5.000000000000000,2007.000000000000000,0.000000000000000,1.000000000000000,"0"
"1197",Tupelo Honey,38.892219330000003,-77.082087169999994,Southern / Soul Food Restaurant,POINT (38.89221933 -77.08208716999999),"37",,,Radnor/Fort Myer Heights,,,,5.000000000000000,2007.000000000000000,0.000000000000000,1.000000000000000,"0"
"1200",Uptown Cafe,38.890802117737714,-77.081968676265475,Restaurant,POINT (38.89080211773771 -77.08196867626548),"37",,,Radnor/Fort Myer Heights,,,,5.000000000000000,2007.000000000000000,0.000000000000000,1.000000000000000,"0"
"1202",Ireland's Four Courts,38.891564349007787,-77.083967332599883,Irish Pub,POINT (38.89156434900779 -77.08396733259988),"37",,,Radnor/Fort Myer Heights,,,,5.000000000000000,2007.000000000000000,0.000000000000000,1.000000000000000,"0"
"1203",Capriotti's Sandwich Shop,38.894565000000000,-77.074650000000005,Sandwich Place,POINT (38.894565 -77.07465000000001),"37",,,Radnor/Fort Myer Heights,,,,5.000000000000000,2007.000000000000000,0.000000000000000,1.000000000000000,"0"
"1206",Chef On Wheels,38.891131342862174,-77.083711140018920,Food Truck,POINT (38.89113134286217 -77.08371114001892),"37",,,Radnor/Fort Myer Heights,,,,5.000000000000000,2007.000000000000000,0.000000000000000,1.000000000000000,"0"
"948",Pho 75,38.894235999999999,-77.078916000000007,Noodle House,POINT (38.894236 -77.07891600000001),"46",,,Colonial Village,,,,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,"0"
"1155",Pho 75,38.894235999999999,-77.078916000000007,Noodle House,POINT (38.894236 -77.07891600000001),"46",,,Colonial Village,,,,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,"0"
"1166",Guajillo Mexican Cuisine,38.894232600000002,-77.079124699999994,Mexican Restaurant,POINT (38.8942326 -77.07912469999999),"46",,,Colonial Village,,,,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,"0"
"1175",Mele Bistro,38.894006627782836,-77.078718401458190,Bistro,POINT (38.89400662778284 -77.07871840145819),"46",,,Colonial Village,,,,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,"0"
"1176",Ben's Chili Bowl,38.894164000000004,-77.079096000000007,Hot Dog Joint,POINT (38.894164 -77.07909600000001),"46",,,Colonial Village,,,,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,"0"
"1185",Pho 75,38.894235999999999,-77.078916000000007,Noodle House,POINT (38.894236 -77.07891600000001),"46",,,Colonial Village,,,,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,"0"
"1195",Brooklyn Bagel Bakery,38.891807000000000,-77.084207000000006,Bagel Shop,POINT (38.891807 -77.08420700000001),"46",,,Colonial Village,,,,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,"0"
"1201",TNR Cafe,38.891860927209066,-77.084049856062677,Chinese Restaurant,POINT (38.89186092720907 -77.08404985606268),"46",,,Colonial Village,,,,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,"0"
"1204",Afghan Kabob House,38.891845824456560,-77.083894654954577,Middle Eastern Restaurant,POINT (38.89184582445656 -77.08389465495458),"46",,,Colonial Village,,,,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,"0"
"1211",California Tortilla,38.891786715356993,-77.084410356841815,Mexican Restaurant,POINT (38.89178671535699 -77.08441035684181),"46",,,Colonial Village,,,,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,"0"
"1157",sweetgreen,38.896319665065860,-77.071084678173065,Salad Place,POINT (38.89631966506586 -77.07108467817307),"47",,,North Rosslyn,,,,2.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,"0"
"1159",The Little Beet,38.896571000000002,-77.071059000000005,Vegetarian / Vegan Restaurant,POINT (38.896571 -77.07105900000001),"47",,,North Rosslyn,,,,2.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,"0"
"1161",CAVA,38.895429000000000,-77.070984800000005,Mediterranean Restaurant,POINT (38.895429 -77.07098480000001),"47",,,North Rosslyn,,,,2.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,"0"
"1163",Potbelly Sandwich Shop,38.895517900000002,-77.070603500000004,Sandwich Place,POINT (38.8955179 -77.0706035),"47",,,North Rosslyn,,,,2.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,"0"
"1168",AllSpice Cafe & Catering,38.895139547387345,-77.072993028486678,Café,POINT (38.89513954738734 -77.07299302848668),"47",,,North Rosslyn,,,,2.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,"0"
"1169",Nando's Peri-Peri,38.896782174196005,-77.071339576441929,Portuguese Restaurant,POINT (38.89678217419601 -77.07133957644193),"47",,,North Rosslyn,,,,2.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,"0"
"1171",Bethesda Bagels,38.896587322300768,-77.071582029541730,Bagel Shop,POINT (38.89658732230077 -77.07158202954173),"47",,,North Rosslyn,,,,2.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,"0"
"1173",Chipotle Mexican Grill,38.895316239695632,-77.070582596348459,Mexican Restaurant,POINT (38.89531623969563 -77.07058259634846),"47",,,North Rosslyn,,,,2.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,"0"
"1174",Jon's Cafe,38.896443682307478,-77.069515900819212,Deli / Bodega,POINT (38.89644368230748 -77.06951590081921),"47",,,North Rosslyn,,,,2.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,"0"
"1177",Wiseguy Pizza,38.896296999999997,-77.070577000000000,Pizza Place,POINT (38.896297 -77.070577),"47",,,North Rosslyn,,,,2.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,"0"
"1178",Kanpai,38.895302999999998,-77.073520000000002,Japanese Restaurant,POINT (38.895303 -77.07352),"47",,,North Rosslyn,,,,2.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,"0"
"1180",McDonald's,38.896155600000000,-77.071279599999997,Fast Food Restaurant,POINT (38.8961556 -77.0712796),"47",,,North Rosslyn,,,,2.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,"0"
"1182",CHOPT,38.896047243317057,-77.070550918579102,Salad Place,POINT (38.89604724331706 -77.0705509185791),"47",,,North Rosslyn,,,,2.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,"0"
"1188",sweetgreen,38.896319665065860,-77.071084678173065,Salad Place,POINT (38.89631966506586 -77.07108467817307),"47",,,North Rosslyn,,,,2.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,"0"
"1190",The Little Beet,38.896571000000002,-77.071059000000005,Vegetarian / Vegan Restaurant,POINT (38.896571 -77.07105900000001),"47",,,North Rosslyn,,,,2.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,"0"
"1192",CAVA,38.895429000000000,-77.070984800000005,Mediterranean Restaurant,POINT (38.895429 -77.07098480000001),"47",,,North Rosslyn,,,,2.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,"0"
"1198",AllSpice Cafe & Catering,38.895139547387345,-77.072993028486678,Café,POINT (38.89513954738734 -77.07299302848668),"47",,,North Rosslyn,,,,2.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,"0"
"1199",Nando's Peri-Peri,38.896782174196005,-77.071339576441929,Portuguese Restaurant,POINT (38.89678217419601 -77.07133957644193),"47",,,North Rosslyn,,,,2.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,"0"
"988",Dama Pastry And Cafe,38.866990212715308,-77.070650256318444,Ethiopian Restaurant,POINT (38.86699021271531 -77.07065025631844),"48",,,Foxcroft Heights,,,,4.000000000000000,2009.000000000000000,0.000000000000000,1.000000000000000,"0"
"989",Dama Restaurant,38.867007353997167,-77.070505933942457,Ethiopian Restaurant,POINT (38.86700735399717 -77.07050593394246),"48",,,Foxcroft Heights,,,,4.000000000000000,2009.000000000000000,0.000000000000000,1.000000000000000,"0"
"1053",Dama Pastry And Cafe,38.866990212715308,-77.070650256318444,Ethiopian Restaurant,POINT (38.86699021271531 -77.07065025631844),"48",,,Foxcroft Heights,,,,4.000000000000000,2009.000000000000000,0.000000000000000,1.000000000000000,"0"
"1055",Dama Restaurant,38.867007353997167,-77.070505933942457,Ethiopian Restaurant,POINT (38.86700735399717 -77.07050593394246),"48",,,Foxcroft Heights,,,,4.000000000000000,2009.000000000000000,0.000000000000000,1.000000000000000,"0"
